_id,Fiscal Year,Fiscal Period,Month,Information Date,Branch,Service,SSC Client,Metric Name,Value,Metric Type
775,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
776,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
777,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
778,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
779,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
780,2021-2022,8,November,11/30/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),325,Non Cumulative
781,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),325,Non Cumulative
782,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
783,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
784,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
785,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
786,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
787,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
788,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
789,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
790,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
791,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
792,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
793,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),326,Non Cumulative
794,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),533,Non Cumulative
795,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
796,2021-2022,9,December ,12/31/2021,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
797,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
798,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
799,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
800,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
801,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),337,Non Cumulative
802,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
803,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),535,Non Cumulative
804,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
805,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
806,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
807,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
808,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
809,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
810,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),410,Non Cumulative
811,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
812,2021-2022,10,January ,1/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
813,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5998,As at
814,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
815,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
816,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),333,Non Cumulative
817,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
818,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
819,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),410,Non Cumulative
820,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
821,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
822,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
823,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
824,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
825,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
826,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
827,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
828,2021-2022,11,February ,2/28/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
829,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
830,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
831,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
832,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
833,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
834,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
835,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
836,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
837,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
838,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
839,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
840,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
841,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
842,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1068,Non Cumulative
843,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5988,As at
844,2021-2022,12,March,3/31/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),340,Non Cumulative
845,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
846,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
847,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,5988,As at
848,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1249,Non Cumulative
849,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),528,Non Cumulative
850,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
851,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
852,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
853,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
854,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
855,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
856,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,5386,As at
857,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
858,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
859,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
860,2022-2023,P01-Apr,April,2022-04-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),335,Non Cumulative
861,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
862,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Power Consumption Rate (kVA),1259,Non Cumulative
863,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
864,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
865,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Square Footage,24020,As at
866,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
867,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
868,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,% of time SSC Enterprise Data Centres Facilities are available,100,Non Cumulative
869,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Contracted Power Capacity (kVA),1500,Non Cumulative
870,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Contracted Power Capacity (kVA),5000,Non Cumulative
871,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Contracted Power Capacity (kVA),1250,Non Cumulative
872,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Borden,Power Consumption Rate (kVA),453,Non Cumulative
873,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Contracted Power Capacity (kVA),1300,Non Cumulative
874,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Power Consumption Rate (kVA),574,Non Cumulative
875,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12302,As at
876,2022-2023,P02-May,May,5/30/2022,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Power Consumption Rate (kVA),335,Non Cumulative
877,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Montreal,Square Footage,10772,As at
878,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Barrie,Square Footage,12302,As at
879,2022-2023,P03-Jun,June,2022-06-31,Data Centre Services,Data Centre Facilities - Enterprise,EDC Gatineau,Square Footage,13316,As at
